Player,Pos,Age,Team,G,MP,PER,OWS,DWS,WS,BPM,VORP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,Year,Allstar,Years_In_NBA,PR
Ramon Sessions,PG,30,CHO,50,811,12.4,0.3,0.6,0.9,-4.6,-0.5,2.0,5.3,0.4,1.2,1.6,4.0,1.8,2.4,0.2,1.2,1.5,2.6,0.5,0.1,2017,0,10,-8.9194392
Randy Foye,SG,33,BRK,69,1284,7.3,-0.6,0.7,0.2,-3.9,-0.6,1.7,4.7,1.0,2.9,0.7,1.8,0.8,0.9,0.1,2.1,2.2,2.0,0.5,0.1,2017,0,11,-9.954259
Rashad Vaughn,SG,20,MIL,41,458,7.8,-0.5,0.4,0.0,-4.9,-0.3,1.4,3.8,0.6,2.0,0.8,1.8,0.0,0.1,0.1,1.1,1.2,0.6,0.5,0.2,2017,0,2,-16.120898999999998
Raul Neto,PG,24,UTA,40,346,10.7,0.2,0.6,0.7,-0.3,0.1,1.0,2.3,0.3,0.8,0.8,1.5,0.2,0.2,0.1,0.7,0.8,0.9,0.5,0.1,2017,0,2,-15.540467999999999
Raymond Felton,PG,32,LAC,80,1700,10.9,0.2,1.8,1.9,-1.0,0.4,2.8,6.4,0.6,1.8,2.2,4.6,0.6,0.8,0.4,2.3,2.7,2.4,0.8,0.3,2017,0,12,-1.6468634999999998
Reggie Bullock,SF,25,DET,31,467,11.7,0.4,0.5,1.0,0.1,0.2,1.7,4.1,0.9,2.4,0.8,1.8,0.2,0.2,0.4,1.6,2.1,0.9,0.6,0.1,2017,0,4,-11.21388
Reggie Jackson,PG,26,DET,52,1424,14.9,0.8,1.2,1.9,-1.4,0.2,5.5,13.0,1.3,3.5,4.2,9.5,2.3,2.6,0.4,1.8,2.2,5.2,0.7,0.1,2017,0,6,6.75061703
Reggie Williams,SF,30,NOP,6,79,11.7,0.1,0.1,0.2,-2.4,0.0,1.3,3.8,0.8,1.8,0.5,2.0,1.0,1.2,0.3,0.7,1.0,0.7,0.5,0.0,2017,0,17,-15.544270999999998
Richard Jefferson,SF,36,CLE,79,1614,8.3,1.3,0.8,2.1,-2.4,-0.2,1.9,4.3,0.8,2.4,1.2,2.0,1.0,1.4,0.4,2.2,2.6,1.0,0.3,0.1,2017,0,16,-6.885855099999999
Richaun Holmes,C,23,PHI,57,1193,18.6,2.2,1.6,3.8,1.7,1.1,4.0,7.2,0.5,1.4,3.6,5.9,1.3,1.8,1.6,3.8,5.5,1.0,0.7,1.0,2017,0,2,7.54004937
Ricky Rubio,PG,26,MIN,75,2469,16.8,4.5,1.7,6.1,0.8,1.7,3.5,8.7,0.8,2.6,2.7,6.1,3.4,3.8,0.9,3.2,4.1,9.1,1.7,0.1,2017,0,6,17.9891817
Robert Covington,SF,26,PHI,67,2119,13.2,0.0,3.2,3.1,1.4,1.8,4.4,10.9,2.0,6.1,2.3,4.8,2.1,2.6,1.4,5.1,6.5,1.5,1.9,1.0,2017,0,4,18.1546259
Robin Lopez,C,28,CHI,81,2271,14.4,1.8,2.4,4.3,-0.9,0.6,4.7,9.6,0.0,0.0,4.7,9.5,0.9,1.3,3.0,3.4,6.4,1.0,0.2,1.4,2017,0,9,11.1055567
Rodney Hood,SG,24,UTA,59,1593,12.4,0.7,1.9,2.6,-1.2,0.3,4.6,11.3,1.9,5.2,2.7,6.1,1.5,1.9,0.3,3.2,3.4,1.6,0.6,0.2,2017,0,3,4.94289998
Rodney McGruder,SG,25,MIA,78,1966,9.1,1.2,1.7,2.9,-0.4,0.8,2.4,5.9,0.9,2.8,1.5,3.1,0.6,0.9,1.2,2.1,3.3,1.6,0.6,0.2,2017,0,1,-0.7139321
Rodney Stuckey,PG,30,IND,39,696,9.5,-0.5,0.4,-0.1,-6.0,-0.7,2.3,6.3,0.5,1.5,1.8,4.7,2.1,2.7,0.2,2.0,2.2,2.2,0.4,0.0,2017,0,10,-10.018149000000001
Ron Baker,SG,23,NYK,52,857,7.5,-0.6,0.5,-0.1,-4.4,-0.5,1.6,4.2,0.4,1.7,1.1,2.5,0.5,0.8,0.2,1.7,1.9,2.1,0.7,0.2,2017,0,1,-12.290289999999999
Rondae Hollis-Jefferson,SF,22,BRK,78,1761,13.7,0.4,2.2,2.6,-1.0,0.4,3.0,6.9,0.2,0.9,2.8,6.1,2.4,3.2,1.2,4.6,5.8,2.0,1.1,0.6,2017,0,2,6.99253103
Ronnie Price,PG,33,PHO,14,134,5.9,-0.1,0.1,0.0,-2.4,0.0,0.3,1.7,0.2,1.2,0.1,0.5,0.2,0.3,0.2,0.6,0.8,1.3,0.8,0.1,2017,0,12,-19.056839
Roy Hibbert,C,30,TOT,48,682,13.5,1.0,0.8,1.8,-1.1,0.2,1.7,3.1,0.0,0.0,1.7,3.1,1.3,1.6,1.1,2.0,3.2,0.4,0.2,1.0,2017,0,9,-7.1015125
Rudy Gay,SF,30,SAC,30,1013,17.9,0.8,1.0,1.8,0.7,0.7,6.7,14.7,1.4,3.8,5.3,11.0,3.9,4.6,1.2,5.2,6.3,2.8,1.5,0.9,2017,0,11,18.196348699999998
Rudy Gobert,C,24,UTA,81,2744,23.3,8.3,6.0,14.3,5.8,5.4,5.1,7.7,0.0,0.0,5.1,7.7,3.8,5.9,3.9,8.9,12.8,1.2,0.6,2.6,2017,0,4,42.9813936
Russell Westbrook,PG,28,OKC,81,2802,30.6,8.5,4.6,13.1,15.6,12.4,10.2,24.0,2.5,7.2,7.7,16.8,8.8,10.4,1.7,9.0,10.7,10.4,1.6,0.4,2017,1,9,71.68307490000001
Ryan Anderson,PF,28,HOU,72,2116,13.5,4.0,1.1,5.2,-0.8,0.6,4.5,10.7,2.8,7.0,1.7,3.7,1.8,2.1,1.6,3.0,4.6,0.9,0.4,0.2,2017,0,9,10.548496499999999
Ryan Kelly,PF,25,ATL,16,110,7.8,-0.1,0.2,0.1,-3.9,-0.1,0.5,1.8,0.3,0.6,0.3,1.1,0.3,0.4,0.1,1.1,1.1,0.5,0.3,0.3,2017,0,4,-19.543570000000003
Salah Mejri,C,30,DAL,73,905,14.8,1.3,1.7,3.0,0.2,0.5,1.2,1.9,0.0,0.0,1.2,1.8,0.5,0.8,1.3,2.9,4.2,0.2,0.4,0.8,2017,0,2,-4.807772
Sam Dekker,PF,22,HOU,77,1419,13.1,1.9,1.2,3.1,-1.0,0.3,2.6,5.6,0.8,2.4,1.9,3.1,0.5,0.9,1.2,2.5,3.7,1.0,0.5,0.3,2017,0,2,-1.3670394
Sasha Vujacic,SG,32,NYK,42,408,8.6,-0.1,0.2,0.1,-4.3,-0.2,1.0,3.2,0.5,1.8,0.5,1.5,0.4,0.6,0.3,1.1,1.4,1.2,0.3,0.0,2017,0,10,-16.2666
Sean Kilpatrick,SG,27,BRK,70,1754,13.1,0.4,1.1,1.4,-3.0,-0.4,4.4,10.5,1.5,4.4,2.9,6.1,2.9,3.5,0.3,3.7,4.0,2.2,0.6,0.1,2017,0,3,4.92471848
Semaj Christon,PG,24,OKC,64,973,5.7,-0.7,0.8,0.1,-6.3,-1.1,1.2,3.5,0.2,1.0,1.0,2.5,0.3,0.5,0.3,1.1,1.4,2.0,0.4,0.1,2017,0,1,-15.315833999999999
Serge Ibaka,PF,27,TOT,79,2422,16.4,2.5,2.6,5.1,-0.4,1.0,6.0,12.4,1.6,4.0,4.4,8.4,1.4,1.6,1.6,5.2,6.8,0.9,0.5,1.6,2017,0,8,18.651414499999998
Sergio Rodriguez,PG,30,PHI,68,1518,11.1,-0.3,1.0,0.7,-3.8,-0.7,3.1,7.9,1.4,3.7,1.7,4.2,0.3,0.4,0.3,2.0,2.3,5.1,0.7,0.1,2017,0,5,-3.107155
Seth Curry,PG,26,DAL,70,2029,15.5,2.9,1.7,4.6,1.4,1.7,4.8,10.0,2.0,4.6,2.9,5.4,1.2,1.4,0.4,2.2,2.6,2.7,1.1,0.1,2017,0,4,9.4692674
Shabazz Muhammad,SF,24,MIN,78,1516,14.9,2.5,0.2,2.7,-4.4,-0.9,3.7,7.7,0.6,1.9,3.1,5.8,1.9,2.4,1.1,1.7,2.8,0.4,0.3,0.1,2017,0,4,-1.8047408999999999
Shabazz Napier,PG,25,POR,53,512,13.6,0.1,0.5,0.6,-2.2,0.0,1.4,3.5,0.6,1.7,0.7,1.7,0.7,0.9,0.2,1.0,1.2,1.3,0.6,0.0,2017,0,3,-12.249151
Shaun Livingston,PG,31,GSW,76,1345,10.1,1.1,1.6,2.6,-2.0,0.0,2.3,4.2,0.0,0.0,2.3,4.1,0.6,0.8,0.4,1.6,2.0,1.8,0.5,0.3,2017,0,12,-6.666090799999999
Shawn Long,C,24,PHI,18,234,24.1,0.6,0.3,0.9,3.4,0.3,3.4,6.1,0.4,1.1,3.0,5.0,1.1,1.9,2.3,2.4,4.7,0.7,0.5,0.5,2017,0,1,-0.8522125
Sheldon Mac,SG,24,WAS,30,287,10.1,0.3,0.2,0.5,-3.6,-0.1,1.0,2.5,0.2,1.0,0.8,1.5,0.8,0.9,0.1,1.0,1.1,0.5,0.3,0.1,2017,0,1,-17.010767
Shelvin Mack,PG,26,UTA,55,1205,10.9,-0.1,1.5,1.4,-1.8,0.1,3.1,6.9,0.7,2.2,2.4,4.7,1.0,1.4,0.4,1.9,2.3,2.8,0.8,0.1,2017,0,6,-3.5143733999999998
Skal Labissiere,PF,20,SAC,33,612,16.8,0.7,0.5,1.3,-2.6,-0.1,3.5,6.6,0.1,0.2,3.5,6.4,1.6,2.2,1.5,3.4,4.9,0.8,0.5,0.4,2017,0,1,-2.4892639
Solomon Hill,SF,25,NOP,80,2374,8.0,0.4,2.3,2.7,-0.3,1.0,2.3,6.0,1.2,3.4,1.1,2.6,1.3,1.6,0.6,3.2,3.8,1.8,0.9,0.4,2017,0,4,2.47883247
Spencer Dinwiddie,PG,23,BRK,59,1334,12.7,1.9,0.9,2.8,-0.9,0.4,2.3,5.1,0.6,1.7,1.6,3.4,2.1,2.7,0.5,2.3,2.8,3.1,0.7,0.4,2017,0,3,-0.8313825
Spencer Hawes,PF,28,TOT,54,797,15.6,0.7,1.0,1.7,-0.5,0.3,2.5,5.1,0.5,1.5,2.0,3.6,0.8,1.0,0.7,2.8,3.5,1.5,0.3,0.6,2017,0,10,-4.331151599999999
Stanley Johnson,SF,20,DET,77,1371,7.2,-1.4,1.8,0.4,-2.0,0.0,1.7,4.7,0.6,2.0,1.1,2.7,0.5,0.7,0.5,2.0,2.5,1.4,0.7,0.3,2017,0,2,-7.5988783
Stephen Curry,PG,28,GSW,79,2638,24.6,8.7,3.9,12.6,7.3,6.2,8.5,18.3,4.1,10.0,4.4,8.3,4.1,4.6,0.8,3.7,4.5,6.6,1.8,0.2,2017,1,8,45.159447799999995
Stephen Zimmerman,C,20,ORL,19,108,7.3,-0.1,0.1,0.0,-7.3,-0.1,0.5,1.6,0.0,0.0,0.5,1.6,0.2,0.3,0.6,1.3,1.8,0.2,0.1,0.3,2017,0,1,-20.665885999999997
Steve Novak,PF,33,MIL,8,22,1.3,0.0,0.0,0.0,-13.6,-0.1,0.3,0.9,0.1,0.8,0.1,0.1,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,2017,0,11,-27.405552
Steven Adams,C,23,OKC,80,2389,16.5,3.3,3.1,6.5,0.6,1.5,4.7,8.2,0.0,0.0,4.7,8.2,2.0,3.2,3.5,4.2,7.7,1.1,1.1,1.0,2017,0,4,18.7786078
T.J. McConnell,PG,24,PHI,81,2133,13.7,1.4,2.4,3.8,-1.9,0.0,2.9,6.3,0.1,0.7,2.8,5.6,0.9,1.1,0.5,2.6,3.1,6.6,1.7,0.1,2017,0,2,5.04641257
T.J. Warren,SF,23,PHO,66,2048,15.6,3.0,1.1,4.1,-0.3,0.9,6.1,12.3,0.4,1.5,5.7,10.8,1.8,2.3,1.9,3.2,5.1,1.1,1.2,0.6,2017,0,3,13.2726217
Taj Gibson,PF,31,TOT,78,1989,15.0,1.6,2.5,4.0,-2.1,-0.1,4.7,9.1,0.0,0.2,4.6,8.9,1.4,2.0,2.0,4.2,6.2,0.9,0.5,0.8,2017,0,8,8.67987973
Tarik Black,C,25,LAL,67,1091,15.0,1.5,0.8,2.4,-1.6,0.1,2.2,4.4,0.0,0.0,2.2,4.4,1.2,1.6,2.1,3.0,5.1,0.6,0.4,0.7,2017,0,3,-1.6910129
Taurean Waller-Prince,SF,22,ATL,59,981,9.8,-0.4,1.5,1.1,-2.3,-0.1,1.9,4.8,0.6,1.7,1.4,3.1,1.3,1.6,0.4,2.2,2.7,0.9,0.7,0.5,2017,0,1,-6.4485032
Terrence Jones,PF,25,TOT,54,1270,16.1,0.4,1.9,2.3,-1.3,0.2,4.3,9.1,0.4,1.4,3.9,7.7,1.9,3.1,1.2,4.5,5.7,1.1,0.7,1.0,2017,0,5,6.92850152
Terrence Ross,SF,25,TOT,78,1955,13.4,1.5,2.0,3.5,-0.3,0.9,4.2,9.6,1.8,5.0,2.4,4.6,0.8,1.0,0.2,2.4,2.6,1.1,1.1,0.4,2017,0,5,5.82402223
Terry Rozier,PG,22,BOS,74,1263,10.9,0.0,1.4,1.4,-2.5,-0.2,2.0,5.6,0.8,2.4,1.3,3.1,0.7,0.9,0.5,2.5,3.1,1.8,0.6,0.1,2017,0,2,-5.492653
Thabo Sefolosha,SF,32,ATL,62,1596,11.9,0.6,2.7,3.3,1.2,1.3,2.8,6.4,0.7,1.9,2.1,4.4,0.9,1.2,0.9,3.5,4.4,1.7,1.5,0.5,2017,0,11,4.64666191
Thaddeus Young,PF,28,IND,74,2237,14.9,2.0,2.7,4.6,1.4,1.9,4.9,9.3,0.6,1.6,4.3,7.7,0.6,1.2,1.8,4.3,6.1,1.6,1.5,0.4,2017,0,10,13.3234043
Thomas Robinson,PF,25,LAL,48,560,17.3,0.3,0.6,0.9,-2.3,0.0,2.2,4.1,0.0,0.0,2.2,4.1,0.6,1.4,1.8,2.9,4.6,0.6,0.5,0.2,2017,0,5,-6.499522
Thon Maker,C,19,MIL,57,562,14.0,0.8,0.5,1.3,-1.5,0.1,1.5,3.2,0.5,1.3,1.0,1.9,0.6,0.9,0.7,1.3,2.0,0.4,0.2,0.5,2017,0,1,-10.48174
Tiago Splitter,C,32,PHI,8,76,15.0,0.1,0.1,0.1,-5.0,-0.1,1.8,3.9,0.3,0.8,1.5,3.1,1.1,1.4,1.0,1.8,2.8,0.5,0.1,0.1,2017,0,7,-14.050725
Tim Frazier,PG,26,NOP,65,1525,12.4,1.0,1.4,2.4,-2.2,-0.1,2.5,6.2,0.6,2.0,1.9,4.2,1.5,2.0,0.5,2.1,2.7,5.2,0.9,0.1,2017,0,3,-0.3071406
Tim Hardaway,SG,24,ATL,79,2154,15.2,2.7,2.1,4.8,-0.3,0.9,5.3,11.5,1.9,5.3,3.4,6.3,2.1,2.7,0.4,2.4,2.8,2.3,0.7,0.2,2017,0,17,11.260564800000001
Tim Quarterman,SG,22,POR,16,80,10.2,-0.1,0.1,-0.1,-4.8,-0.1,0.8,1.8,0.3,0.8,0.5,1.0,0.0,0.2,0.3,0.6,0.9,0.7,0.1,0.2,2017,0,1,-20.248283999999998
Timofey Mozgov,C,30,LAL,54,1104,12.3,0.7,0.4,1.1,-3.6,-0.4,3.1,6.1,0.0,0.0,3.1,6.1,1.2,1.4,1.9,3.0,4.9,0.8,0.3,0.6,2017,0,7,-3.7319485
Timothe Luwawu-Cabarrot,SF,21,PHI,69,1190,8.5,0.0,0.8,0.8,-4.0,-0.6,2.1,5.2,0.7,2.3,1.4,2.9,1.5,1.8,0.4,1.8,2.2,1.1,0.5,0.1,2017,0,1,-8.266577700000001
Tobias Harris,PF,24,DET,82,2567,16.9,4.0,2.8,6.8,1.2,2.0,6.2,13.0,1.3,3.8,4.9,9.1,2.3,2.8,0.8,4.3,5.1,1.7,0.7,0.5,2017,0,6,19.1716524
Tomas Satoransky,SG,25,WAS,57,719,8.5,0.1,0.5,0.6,-3.1,-0.2,1.1,2.6,0.2,0.6,0.9,1.9,0.4,0.6,0.4,1.0,1.5,1.6,0.5,0.1,2017,0,1,-14.173798000000001
Toney Douglas,PG,30,MEM,24,394,10.6,0.0,0.5,0.5,-1.2,0.1,1.8,4.9,0.3,1.8,1.5,3.1,1.0,1.2,0.5,2.0,2.5,2.3,0.8,0.2,2017,0,8,-9.4529826
Tony Allen,SG,35,MEM,71,1914,13.3,0.2,2.9,3.1,0.6,1.3,3.9,8.4,0.2,0.8,3.6,7.6,1.1,1.8,2.3,3.2,5.5,1.4,1.6,0.4,2017,0,13,9.34687056
Tony Parker,PG,34,SAS,63,1587,13.0,1.4,1.7,3.0,-3.0,-0.4,4.2,9.0,0.4,1.1,3.8,7.9,1.3,1.9,0.1,1.7,1.8,4.5,0.5,0.0,2017,0,16,-0.0489216
Tony Snell,SG,25,MIL,80,2336,9.7,2.1,1.3,3.4,-0.8,0.7,3.1,6.8,1.8,4.4,1.3,2.3,0.6,0.7,0.3,2.8,3.1,1.2,0.7,0.2,2017,0,4,1.20043084
Treveon Graham,SG,23,CHO,27,189,10.6,0.3,0.2,0.4,-2.8,0.0,0.7,1.5,0.3,0.6,0.4,0.9,0.4,0.6,0.2,0.6,0.8,0.2,0.2,0.0,2017,0,1,-19.08745
Trevor Ariza,SF,31,HOU,80,2773,12.4,2.8,3.2,6.0,1.7,2.6,4.1,10.0,2.4,6.9,1.7,3.0,1.2,1.6,0.7,5.1,5.7,2.2,1.8,0.3,2017,0,13,18.0472803
Trevor Booker,PF,29,BRK,71,1754,15.7,1.0,2.2,3.1,0.1,0.9,4.3,8.3,0.4,1.1,3.9,7.2,1.0,1.5,2.0,6.0,8.0,1.9,1.1,0.4,2017,0,7,10.5632269
Trey Burke,PG,24,WAS,57,703,10.8,0.3,0.3,0.5,-5.7,-0.7,2.0,4.5,0.5,1.2,1.5,3.2,0.4,0.5,0.1,0.7,0.8,1.8,0.2,0.1,2017,0,4,-14.147591
Trey Lyles,PF,21,UTA,71,1158,9.9,-0.9,1.6,0.8,-3.0,-0.3,2.2,6.2,0.9,2.9,1.3,3.3,0.8,1.1,0.7,2.6,3.3,1.0,0.4,0.3,2017,0,2,-5.7550195
Tristan Thompson,C,25,CLE,78,2336,15.3,5.0,2.3,7.3,1.5,2.0,3.4,5.6,0.0,0.0,3.4,5.6,1.4,2.7,3.7,5.5,9.2,1.0,0.5,1.1,2017,0,6,16.3011056
Troy Daniels,SG,25,MEM,67,1183,10.4,0.5,0.8,1.3,-3.1,-0.3,2.8,7.4,2.1,5.3,0.7,2.1,0.6,0.8,0.3,1.2,1.5,0.7,0.3,0.1,2017,0,4,-6.280326799999999
Troy Williams,SF,22,TOT,30,557,9.0,-0.3,0.7,0.4,-2.7,-0.1,2.4,5.6,0.6,2.1,1.8,3.5,0.7,1.1,0.5,1.8,2.3,0.8,0.9,0.3,2017,0,1,-9.343385000000001
Ty Lawson,PG,29,SAC,69,1732,15.4,2.2,1.0,3.2,-1.3,0.3,3.4,7.6,0.5,1.7,2.9,5.9,2.5,3.1,0.6,2.0,2.6,4.8,1.1,0.1,2017,0,8,4.71290599
Tyler Ennis,PG,22,TOT,53,588,10.9,0.1,0.3,0.4,-4.9,-0.4,1.7,3.9,0.5,1.3,1.2,2.6,0.4,0.5,0.2,0.7,0.8,1.6,0.5,0.0,2017,0,3,-14.214018
Tyler Johnson,PG,24,MIA,73,2178,15.9,3.1,2.7,5.8,1.5,1.9,4.9,11.3,1.3,3.4,3.6,7.9,2.7,3.5,0.7,3.3,4.0,3.2,1.2,0.6,2017,0,3,16.902983
Tyler Ulis,PG,21,PHO,61,1123,13.0,0.3,0.4,0.7,-4.0,-0.6,3.0,7.2,0.3,1.3,2.7,5.9,0.9,1.2,0.3,1.2,1.6,3.7,0.8,0.1,2017,0,1,-6.0140007
Tyler Zeller,C,27,BOS,51,525,13.0,0.5,0.6,1.0,-2.5,-0.1,1.5,3.1,0.0,0.0,1.5,3.1,0.4,0.8,0.8,1.6,2.4,0.8,0.1,0.4,2017,0,5,-12.189637
Tyreke Evans,SF,27,TOT,40,788,15.5,-0.2,0.9,0.7,-0.9,0.2,3.8,9.3,1.1,3.0,2.7,6.3,1.7,2.3,0.3,3.1,3.4,3.1,0.9,0.2,2017,0,8,0.7025156
Tyson Chandler,C,34,PHO,47,1298,16.6,2.7,1.3,4.1,-0.3,0.5,3.3,4.9,0.0,0.0,3.3,4.9,1.9,2.6,3.3,8.2,11.5,0.6,0.7,0.5,2017,0,16,10.032150999999999
Tyus Jones,PG,20,MIN,60,774,13.8,1.0,0.6,1.5,-1.8,0.0,1.3,3.0,0.4,1.2,0.8,1.8,0.6,0.7,0.2,1.0,1.1,2.6,0.8,0.1,2017,0,2,-10.050301
Udonis Haslem,C,36,MIA,16,130,8.8,0.0,0.2,0.2,-3.2,0.0,0.7,1.4,0.0,0.2,0.7,1.3,0.6,0.9,0.5,1.8,2.3,0.4,0.4,0.1,2017,0,14,-17.731187
Victor Oladipo,SG,24,OKC,67,2222,13.6,1.7,2.3,4.0,-1.3,0.4,6.1,13.9,1.9,5.3,4.3,8.7,1.7,2.3,0.6,3.8,4.3,2.6,1.2,0.3,2017,0,4,14.2988416
Vince Carter,SF,40,MEM,73,1799,11.7,1.9,2.1,4.0,1.0,1.4,2.6,6.7,1.5,4.1,1.1,2.7,1.2,1.6,0.5,2.6,3.1,1.8,0.8,0.5,2017,0,19,3.9784584
Wade Baldwin,PG,20,MEM,33,405,6.5,-0.8,0.5,-0.3,-5.7,-0.4,1.1,3.5,0.1,0.7,1.0,2.8,0.9,1.1,0.3,1.1,1.4,1.8,0.5,0.2,2017,0,1,-16.047751
Wayne Ellington,SG,29,MIA,62,1500,12.6,2.1,1.2,3.3,-0.2,0.7,3.7,9.0,2.4,6.4,1.3,2.6,0.6,0.7,0.3,1.8,2.1,1.1,0.6,0.1,2017,0,8,1.1713386000000001
Wayne Selden,SG,22,TOT,14,236,6.9,-0.1,0.2,0.1,-5.0,-0.2,1.8,4.1,0.5,2.0,1.3,2.1,1.0,1.6,0.1,1.1,1.1,0.9,0.4,0.1,2017,0,1,-15.843110999999999
Wesley Johnson,SF,29,LAC,68,810,8.4,-0.3,1.2,0.9,-1.8,0.0,1.1,2.9,0.4,1.7,0.6,1.2,0.2,0.3,0.4,2.3,2.7,0.3,0.4,0.4,2017,0,7,-11.469241
Wesley Matthews,SG,30,DAL,73,2495,11.9,1.0,2.1,3.1,0.1,1.3,4.6,11.6,2.4,6.6,2.2,5.0,2.0,2.5,0.2,3.3,3.5,2.9,1.1,0.2,2017,0,8,11.454583099999999
Will Barton,SG,26,DEN,60,1705,15.5,2.5,0.8,3.3,0.3,1.0,4.9,11.1,1.5,3.9,3.5,7.2,2.4,3.2,1.0,3.4,4.3,3.4,0.8,0.5,2017,0,5,11.253421699999999
Willie Cauley-Stein,C,23,SAC,75,1421,16.3,1.4,1.5,2.9,-1.2,0.3,3.4,6.4,0.0,0.0,3.4,6.4,1.3,2.0,1.1,3.4,4.5,1.1,0.7,0.6,2017,0,2,2.22952461
Willie Reed,C,26,MIA,71,1031,17.1,2.1,1.5,3.6,-0.6,0.4,2.3,4.0,0.0,0.1,2.3,4.0,0.7,1.2,1.8,2.9,4.7,0.4,0.3,0.7,2017,0,2,-1.0499818
Willy Hernangomez,C,22,NYK,72,1324,19.0,1.8,1.6,3.4,0.0,0.7,3.4,6.5,0.1,0.2,3.4,6.3,1.3,1.7,2.4,4.6,7.0,1.3,0.6,0.5,2017,0,1,6.57087555
Wilson Chandler,SF,29,DEN,71,2197,14.9,2.4,1.1,3.5,-0.9,0.6,6.1,13.2,1.5,4.6,4.5,8.6,2.0,2.7,1.5,5.0,6.5,2.0,0.7,0.4,2017,0,9,14.8643212
Yogi Ferrell,PG,23,TOT,46,1197,13.1,0.8,1.0,1.8,-0.7,0.4,3.5,8.6,1.5,3.8,2.0,4.7,1.6,1.9,0.4,2.0,2.4,3.7,0.9,0.2,2017,0,1,1.09215984
Zach LaVine,SG,21,MIN,47,1749,14.6,2.6,0.4,3.0,-0.3,0.8,6.9,15.1,2.6,6.6,4.4,8.5,2.5,3.0,0.4,3.0,3.4,3.0,0.9,0.2,2017,0,3,13.327080300000002
Zach Randolph,PF,35,MEM,73,1786,18.5,0.8,2.4,3.2,-2.1,0.0,5.9,13.2,0.3,1.3,5.6,11.9,1.9,2.6,2.5,5.7,8.2,1.7,0.5,0.1,2017,0,16,13.8007
Zaza Pachulia,C,32,GSW,70,1268,16.1,2.3,2.5,4.7,2.7,1.5,2.3,4.4,0.0,0.0,2.3,4.4,1.4,1.8,2.0,3.9,5.9,1.9,0.8,0.5,2017,0,14,5.84317435
Aaron Brooks,PG,33,MIN,32,189,9.8,0.1,0.1,0.1,-4.3,-0.1,0.9,2.2,0.3,1.0,0.5,1.2,0.3,0.3,0.2,0.3,0.5,0.6,0.2,0.0,2018,0,10,-17.953211
Aaron Gordon,PF,22,ORL,58,1909,16.5,0.9,2.0,2.9,0.0,1.0,6.5,14.9,2.0,5.9,4.5,9.0,2.7,3.9,1.5,6.4,7.9,2.3,1.0,0.8,2018,0,4,22.3947361
Aaron Harrison,SG,23,DAL,9,233,5.1,-0.3,0.2,-0.1,-4.1,-0.1,2.1,7.7,1.0,4.8,1.1,2.9,1.4,1.9,0.4,2.2,2.7,1.2,1.0,0.2,2018,0,3,-7.2753091
Aaron Jackson,PG,31,HOU,1,35,2.4,0.0,0.0,0.0,-7.7,-0.1,3.0,9.0,1.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,2018,0,1,-8.7236236
Abdel Nader,SF,24,BOS,48,522,5.1,-0.9,0.8,-0.1,-5.6,-0.5,1.0,3.1,0.5,1.4,0.6,1.8,0.5,0.8,0.3,1.2,1.5,0.5,0.3,0.2,2018,0,1,-14.873719
Adreian Payne,PF,26,ORL,5,43,18.8,0.1,0.0,0.2,-4.1,0.0,1.4,2.0,0.4,0.6,1.0,1.4,1.0,1.2,0.4,1.4,1.8,0.0,0.4,0.0,2018,0,4,-14.916789999999999
Al Horford,C,31,BOS,72,2277,17.6,4.0,3.8,7.8,4.0,3.5,5.1,10.5,1.3,3.1,3.8,7.3,1.3,1.7,1.4,5.9,7.4,4.7,0.6,1.1,2018,1,11,24.607642600000002
Al Jefferson,C,33,IND,36,484,20.2,0.8,0.8,1.6,-0.5,0.2,3.1,5.8,0.0,0.1,3.1,5.7,0.8,1.0,0.8,3.1,4.0,0.8,0.4,0.6,2018,0,14,-3.2446412000000002
Al-Farouq Aminu,PF,27,POR,69,2072,12.0,0.9,3.2,4.2,1.1,1.6,3.3,8.4,1.8,4.9,1.5,3.5,0.9,1.2,1.4,6.2,7.6,1.2,1.1,0.6,2018,0,8,13.2691356
Alan Williams,PF,25,PHO,5,70,9.3,-0.1,0.1,0.0,-3.7,0.0,1.4,3.6,0.0,0.0,1.4,3.6,1.2,1.8,0.6,3.8,4.4,1.6,1.0,0.2,2018,0,3,-9.5405471
Alec Burks,SG,26,UTA,64,1059,13.1,0.2,1.6,1.9,-2.8,-0.2,2.7,6.5,0.7,2.2,1.9,4.3,1.7,1.9,0.3,2.7,3.0,1.0,0.6,0.1,2018,0,7,-2.5070316000000004
Alec Peters,PF,22,PHO,20,225,10.7,0.2,0.0,0.3,-3.3,-0.1,1.4,3.7,0.9,2.9,0.5,0.8,0.4,0.5,0.4,1.5,1.9,0.6,0.1,0.1,2018,0,1,-14.164017000000001
Alex Abrines,SG,24,OKC,75,1134,9.0,1.3,1.0,2.2,-2.2,-0.1,1.5,3.9,1.1,2.9,0.4,0.9,0.5,0.6,0.3,1.2,1.5,0.4,0.5,0.1,2018,0,2,-8.1168679
